Facility Name,Sample Point Type,PWS ID,PWS Name,Facility Water Type,Latitude,Longitude,EPA Region,State Territory or Tribe,Population Served,6:2 FTS,8:2 FTS,ADONA,HFPO-DA,NEtFOSAA,PFBA,PFBS,PFDA,PFDoA,PFHpA,PFHxA,PFHxS,PFMPA,PFNA,PFOA,PFOS,PFPeA,PFPeS,PFUnA,Grand Total
Treatment Plant,,IN5284012,INDIANA AMERICAN WATER - TERRE HAUTE,GW-Groundwater,39.378735,-87.396685,05, IN,"61,378",,,,,,,3,,,,,,,,,5.2,4.1,,,12.3
Treatment Plant,,LA1007001,ASSUMPTION PARISH WW DISTRICT 1,SW-Surface Water,29.989347,-91.056829,06, LA,"21,366",15,,,,,,,,,,,,,,,,,,,15
Treatment Plant,,MA4264000,SCITUATE WATER DIVISION,SW-Surface Water,42.188237,-70.76048,01, MA,"19,760",,,,,,,,,,,,,,,5.3,,,,,5.3
Treatment Plant,,MI0005370,PLAINFIELD TOWNSHIP,GU-Groundwater Under Influence of Surface Water,43.011368,-85.600913,05, MI,"42,271",,,,,,5.1,4.8,,,,,,,,,,,,,9.9
Treatment Plant,,MN1050004,Sauk Rapids,GW-Groundwater,45.591868,-94.156392,05, MN,"13,083",,,,,,5.8,3.1,,,,,,,,,,,,,8.9
Treatment Plant,,MN1420006,"Marshall, MN",GW-Groundwater,44.446382,-95.788891,05, MN,"13,680",,,,,,,,,,,,3.7,,,,,,,,3.7
Treatment Plant,,MN1460003,Fairmont,SW-Surface Water,43.638861,-94.46774,05, MN,"10,328",,,,,,5.5,,,,,,,,,,,,,,5.5
Treatment Plant,,MN1570003,Thief River Falls,SW-Surface Water,48.11219,-96.172978,05, MN,"8,749",,,,,,12,,,,,,,,,,,,,,12
Treatment Plant,,MN1820018,Saint Paul Park,GW-Groundwater,44.840798,-92.992306,05, MN,"5,404",,,,,,750,,,,,,,,,,,,,,750
Treatment Plant,,NC0377010,HAMLET WATER SYSTEM,SW-Surface Water,34.890787,-79.709729,04, NC,"10,635",,,,,,,,,,,,3.8,,,5.7,6.9,,,,16.4
Treatment Plant,,NC7071011,PENDER COUNTY UTILITIES,SW-Surface Water,34.429827,-77.901414,04, NC,"30,506",,,,,,,,,,,4,,,,,,4.1,,,8.1
Treatment Plant,,NH1471010,"MANCHESTER WATER WORKS, NH",SW-Surface Water,42.982385,-71.443311,01, NH,"123,500",,,,,,,,,,,,,,,5,,,,,5
Treatment Plant,,NJ1214001,NEW BRUNSWICK W DEPT,SW-Surface Water,40.486622,-74.445846,02, NJ,"55,000",,,,,,,,,,,4.5,,,,7.7,4.9,3.7,,,20.8
Treatment Plant,,NJ1506001,BRICK TOWNSHIP MUA,SW-Surface Water,40.068046,-74.120846,02, NJ,"86,898",,,,,,,,,,,,,,,,,3.1,,,3.1
Treatment Plant,,NY5903451,OSSINING WATER DEPARTMENT,SW-Surface Water,41.175937,-73.84658,02, NY,"30,000",,,,,,,,,,,,,,,4.3,,,,,4.3
Treatment Plant,,OH4801411,"TOLEDO, CITY OF",SW-Surface Water,41.6473,-83.574525,05, OH,"480,000",,,,,,5,,,,,,,,,,,,,,5
Treatment Plant,,OH8345615,KINGS ISLAND PWS,GW-Groundwater,39.356535,-84.246301,05, OH,"31,753",,,,,,5.5,,,,,,,,,,21.2,,,,26.7
Treatment Plant,,OK1011502,HOBART,SW-Surface Water,35.026345,-99.099027,06, OK,"3,746",,,,,,5.7,,,,,,,,,,,,,,5.7
Treatment Plant,,PA4190013,PA AMERICAN WATER BERWICK,GW-Groundwater,41.058457,-76.24228,03, PA,"12,880",,,,,,,4,,,4,7.5,,,,7.2,4,10.5,,,37.2
Treatment Plant,,PA7670076,HANOVER MUNI WATER WORKS,SW-Surface Water,39.800459,-76.990238,03, PA,"40,900",,,,,,,,,,,,,,,,,3.4,,,3.4
Treatment Plant,,SD4680046,NPS-MOUNT RUSHMORE NATIONAL MEMORIAL,GW-Groundwater,43.869135,-103.426932,08, SD,"4,100",,,,,,,,,,,,10.5,,,,10.6,,,,21.1
Treatment Plant,,TX0940022,SPRINGS HILL WSC,SW-Surface Water,29.480515,-97.949699,06, TX,"29,193",,,,,,,,,,,,,,,,,3.1,,,3.1
Treatment Plant,,TX1070106,CAROLYNN ESTATES,SW-Surface Water,32.234904,-96.081598,06, TX,"3,357",,,,,,7,,,,,,,,,,,,,,7
Treatment Plant,,TX1750023,WINKLER WSC,SW-Surface Water,31.91581,-96.237026,06, TX,865,,,,,,6.9,,,,,3.1,,,,,,3.5,,,13.5
Treatment Plant,,TX2490016,WEST WISE SUD,SW-Surface Water,33.183187,-97.739222,06, TX,"3,354",,,,,,5.2,,,,,,,,,,,,,,5.2
Treatment Plant,,VA3830850,"WILLIAMSBURG, CITY OF",SW-Surface Water,37.287107,-76.711652,03, VA,"16,300",,,,,,,,,,,,3.1,,,,,,,,3.1
Treatment Plant,,WV3303516,WHEELING WATER,"MX-Any combination of GW, SW, and GU",40.078784,-80.686718,03, WV,"29,899",,,,,,,3,,,,,,,,,,,,,3
Treatment Plant,,WV3305407,PARKERSBURG UTILITY BOARD,GW-Groundwater,39.262107,-81.541864,03, WV,"34,251",,,,,,,3.4,,,,,,,,11.7,,,,,15.1
Treatment Plant #1,EP,IN5203002,COLUMBUS MUNICIPAL UTILITY,GW-Groundwater,39.214926,-85.908197,05, IN,"48,438",,,,,,6.1,3.1,,,,,,,,,,10.5,,,19.7
Treatment Plant #1,,IN5220008,ELKHART PUBLIC WORKS AND UTILITIES,GW-Groundwater,41.686078,-85.969495,05, IN,"45,698",,,,,,7.5,6.7,,,,,,,,,,,,,14.2
Treatment Plant #1,,IN5229015,INDIANA AMERICAN WATER - NOBLESVILLE,GW-Groundwater,40.01567,-85.975952,05, IN,"42,823",,,,,,,,,,,,,,,,,3.3,,,3.3
Treatment Plant #1,,IN5239006,"MADISON WATER DEPARTMENT, IN",GW-Groundwater,38.746357,-85.348785,05, IN,"15,323",,,,,,,8.5,,,,,,,,,,,,,8.5
Treatment Plant #1,,IN5241005,INDIANA AMERICAN WATER - JOHNSON COUNTY,GW-Groundwater,39.592316,-86.095935,05, IN,"82,905",,,,,,,,,,,4.5,,,,,,4.9,,,9.4
Treatment Plant #1,,IN5249008,SPEEDWAY WATER WORKS,SW-Surface Water,39.788526,-86.247098,05, IN,"12,473",,,,,,5.3,,,,,,,,,,,3.2,,,8.5
Treatment Plant #1,,IN5279015,PURDUE UNIV. WATER WORKS,GW-Groundwater,40.35059,-86.895981,05, IN,"55,000",,,,,,5.6,17.4,,,,11.3,6.8,,,,,11.5,8.4,,61
Treatment Plant #1,,MN1020034,Andover,GW-Groundwater,45.223282,-93.318192,05, MN,"21,455",,,,,,10.6,,,,,,,,,,,,,,10.6
Treatment Plant #1,,MN1190001,Apple Valley,GW-Groundwater,44.74536,-93.200663,05, MN,"50,300",,,,,,13.7,,,,,,,,,,,,,,13.7
Treatment Plant #1,,MN1190014,Inver Grove Heights,GW-Groundwater,44.846664,-93.047842,05, MN,"34,189",,,,,,102,,,,,,,,,,,3.5,,,105.5
Treatment Plant #1,,MN1270010,Eden Prairie,GW-Groundwater,44.855303,-93.490287,05, MN,"63,726",,,,,,12.7,,,,,,,,,,,,,,12.7
Treatment Plant #1,,MN1270020,Maple Grove,GW-Groundwater,45.085489,-93.46068,05, MN,"75,000",,,,,,10.1,,,,,,,,,,,,,,10.1
Treatment Plant #1,,MN1270048,Saint Anthony Village,GW-Groundwater,45.030147,-93.217761,05, MN,"9,257",,,,,,31,,,,,,,,,,,,,,31
Treatment Plant #1,,MN1330001,Mora,GW-Groundwater,45.875919,-93.293106,05, MN,"3,518",,,,,,6.9,,,,,,,,,,,,,,6.9
Treatment Plant #1,,MN1480008,Princeton,GW-Groundwater,45.561788,-93.589273,05, MN,"4,727",,,,,,9.3,,,,,,,,,,,,,,9.3
Treatment Plant #1,,MN1590005,Pipestone,GW-Groundwater,43.994601,-96.314204,05, MN,"4,273",,,,,,,3.6,,,,,,,,,,,,,3.6
Treatment Plant #1,,MN1620009,New Brighton,GW-Groundwater,45.065073,-93.205411,05, MN,"22,902",,,,,,25.4,,,,,,,,,,,,,,25.4
Treatment Plant #1,,MN1620026,Saint Paul Regional Water Services,SW-Surface Water,44.97465,-93.103833,05, MN,"397,797",,,,,,13.1,,,,,,,,,,,,,,13.1
Treatment Plant #1,,MN1690018,Eveleth,SW-Surface Water,47.463184,-92.568985,05, MN,"3,770",,,,,,5.3,,,,,,,,,,,,,,5.3
Treatment Plant #1,,MN1710002,Big Lake,GW-Groundwater,45.339363,-93.74182,05, MN,"11,686",,,,,,11.9,,,,,,,,,,,3.3,,,15.2
Treatment Plant #1,,MN1820029,Lakeland Municipal Water,GW-Groundwater,44.920922,-92.77203,05, MN,"3,471",,,,,,7.6,,,,,,,,,,,,,,7.6
Treatment Plant #1,,NH0801010,EXETER WATER DEPT,SW-Surface Water,42.975679,-70.947383,01, NH,"12,236",,,,,,6,3,,,,3,,,,5,4,4,,,25
TREATMENT PLANT #1 (Central),EP,MN1270044,"Plymouth, MN",GW-Groundwater,45.022344,-93.461289,05, MN,"81,026",,,,,,6.2,,,,,,,,,,,,,,6.2
TREATMENT PLANT #1/1G (After Reservoir),EP,MN1270050,Saint Louis Park,GW-Groundwater,44.948494,-93.364386,05, MN,"50,010",,,,,,9.1,,,,,,,,,,,,,,9.1
Treatment Plant #10,EP,IN5271014,SOUTH BEND WATER WORKS,GW-Groundwater,41.676233,-86.268424,05, IN,"115,000",,,,,,5,3.7,,,,,,,,,,5.6,,,14.3
Treatment Plant #10,,MN1270050,Saint Louis Park,GW-Groundwater,44.948494,-93.364386,05, MN,"50,010",,,,,,5.4,,,,,,,,,,,,,,5.4
TREATMENT PLANT #11,EP,MN1270031,Minnetonka,GW-Groundwater,44.932666,-93.462586,05, MN,"54,474",,,,,,9.2,,,,,,,,,,,,,,9.2
TREATMENT PLANT #13,EP,MN1270031,Minnetonka,GW-Groundwater,44.932666,-93.462586,05, MN,"54,474",,,,,,16.6,,,,,,,,,,,,,,16.6
TREATMENT PLANT #14,EP,MN1270031,Minnetonka,GW-Groundwater,44.932666,-93.462586,05, MN,"54,474",,,,,,7.9,,,,,,,,,,,,,,7.9
Treatment Plant #2,EP,IN5203002,COLUMBUS MUNICIPAL UTILITY,GW-Groundwater,39.214926,-85.908197,05, IN,"48,438",,,,,,5.9,6.3,,,,4.2,,,,,,6.7,,,23.1
Treatment Plant #2,,IN5220008,ELKHART PUBLIC WORKS AND UTILITIES,GW-Groundwater,41.686078,-85.969495,05, IN,"45,698",,,,,,,,,,,,8.8,,,5.2,,,,,14
Treatment Plant #2,,IN5239006,"MADISON WATER DEPARTMENT, IN",GW-Groundwater,38.746357,-85.348785,05, IN,"15,323",,,,,,,4.1,,,,,,,,4.4,,,,,8.5
Treatment Plant #2,,IN5249008,SPEEDWAY WATER WORKS,GW-Groundwater,39.788526,-86.247098,05, IN,"12,473",,,,,,,,,,,,,,,,,3.8,,,3.8
Treatment Plant #2,,MN1140008,Moorhead,"MX-Any combination of GW, SW, and GU",46.855663,-96.747495,05, MN,"44,583",,,,,,7.6,,,,,,,,,,,,,,7.6
Treatment Plant #2,,MN1270011,Edina,GW-Groundwater,44.892388,-93.359174,05, MN,"53,494",,,,,,6.4,,,,,,,,,,,,,,6.4
Treatment Plant #2,,MN1270016,Hopkins,GW-Groundwater,44.925768,-93.407715,05, MN,"18,998",,,,,,5.2,,,,,,,,,,,,,,5.2
Treatment Plant #2,,MN1480008,Princeton,GW-Groundwater,45.561788,-93.589273,05, MN,"4,727",,,,,,6.4,,,,,,,,,,,,,,6.4
Treatment Plant #2,,MN1730036,Sartell,GW-Groundwater,45.617101,-94.219417,05, MN,"19,107",,,,,,5.6,,,,,,,,,,,,,,5.6
Treatment Plant #2,,MN1730039,Waite Park,GW-Groundwater,45.563521,-94.248703,05, MN,"7,639",,,,,,12,4.6,,,3.6,8,17,,,5.5,18,12,,,80.7
TREATMENT PLANT #2 (4th Avenue),EP,MN1710006,Zimmerman,GW-Groundwater,45.436399,-93.611012,05, MN,"5,334",,,,,,5.4,,,,,,,,,,,,,,5.4
TREATMENT PLANT #2 (Zachary),EP,MN1270044,"Plymouth, MN",GW-Groundwater,45.022344,-93.461289,05, MN,"81,026",,,,,,19.1,,,,,,,,,,,,,,19.1
Treatment Plant #3,EP,IN5220008,ELKHART PUBLIC WORKS AND UTILITIES,GW-Groundwater,41.686078,-85.969495,05, IN,"45,698",,,,,,,9.8,,,,5.5,4.8,,,,,8.3,,,28.4
Treatment Plant #3,,IN5239006,"MADISON WATER DEPARTMENT, IN",GW-Groundwater,38.746357,-85.348785,05, IN,"15,323",,,,,,,4,,,,,,,,4.6,,,,,8.6
Treatment Plant #3,,IN5254005,INDIANA AMERICAN WATER - CRAWFORDSVILLE,GW-Groundwater,40.037325,-86.893302,05, IN,"15,288",,,,,,,4.9,,,,,,,,,,,,,4.9
Treatment Plant #3,,MA4350000,WRENTHAM WATER DIVISION,GW-Groundwater,42.059272,-71.311585,01, MA,"10,889",,,,,,,5.1,,,,,,,,,,,,,5.1
Treatment Plant #3,,MN1270011,Edina,GW-Groundwater,44.892388,-93.359174,05, MN,"53,494",,,,,,12.1,,,,,,,,,,,,,,12.1
Treatment Plant #3,,MN1270054,Wayzata,GW-Groundwater,44.973645,-93.505694,05, MN,"4,592",,,,,,8.8,,,,,,,,,,,,,,8.8
Treatment Plant #4,EP,MN1270046,Robbinsdale,GW-Groundwater,45.030435,-93.337395,05, MN,"14,300",,,,,,20.3,,,,,,4.3,,,,,,,,24.6
Treatment Plant #4,,MN1270050,Saint Louis Park,GW-Groundwater,44.948494,-93.364386,05, MN,"50,010",,,,,,5.9,,,,,,,,,,,,,,5.9
Treatment Plant #5,EP,IN5243030,INDIANA AMERICAN WATER - WARSAW,GW-Groundwater,41.235344,-85.846535,05, IN,"12,825",,,,,,,5.1,,,,,,,,,,5.2,,,10.3
Treatment Plant #5,,MA4350000,WRENTHAM WATER DIVISION,GW-Groundwater,42.059272,-71.311585,01, MA,"10,889",,,,,,,4,,,,,,,,,,,,,4
Treatment Plant #6,EP,IN5271014,SOUTH BEND WATER WORKS,GW-Groundwater,41.676233,-86.268424,05, IN,"115,000",,,,,,,,,,,,,,,4.8,,,,,4.8
Treatment Plant #6,,MN1270011,Edina,GW-Groundwater,44.892388,-93.359174,05, MN,"53,494",,,,,,13,,,,,,,,,,,,,,13
Treatment Plant #8,EP,IN5249004,CITIZENS WATER - INDIANAPOLIS,GW-Groundwater,39.80894,-86.149111,05, IN,"862,835",,,,,,,3.8,,,,,,,,,,5.3,,,9.1
Treatment Plant (New Plant),EP,IN5210010,SELLERSBURG WATER DEPARTMENT,GW-Groundwater,38.329526,-85.724496,05, IN,"15,655",,,,,,,,,,,,,,,4,,,,,4
Treatment Plant (Well 5),EP,IL2010350,ROCKTON,GW-Groundwater,42.453644,-89.043705,05, IL,"7,685",,,,,,,,,,,,8.3,,,,,,,,8.3
Treatment Plant (Well 6),EP,MI0002600,"GAYLORD, CITY OF",GW-Groundwater,45.019348,-84.681267,05, MI,"3,629",,,,,,,3,,,,5.1,,,,,,,,,8.1
Treatment Plant (Wells 1 & 2),EP,OH0701612,SHADYSIDE PUBLIC WATER SYSTEM,GW-Groundwater,39.972134,-80.749506,05, OH,"3,689",,,,,,,11,,,,3.4,11,,,6,,3.4,,,34.8
Treatment Plant (Wells 1-4),EP,OH1301012,MILFORD CITY PWS,GW-Groundwater,39.163261,-84.27475,05, OH,"6,700",,,,,,5.9,5.4,,,,3.5,3.2,,,4.1,7.8,5.1,,,35
Treatment Plant (Wells 3-4 & 6-9),EP,OH6503512,COMMERCIAL POINT VILLAGE,GW-Groundwater,39.767326,-83.058734,05, OH,"3,497",,,,,,,,,,,,,,,,,3.1,,,3.1
Treatment Plant (Wells 4-8),EP,OH7603012,LOUISVILLE CITY PWS,GW-Groundwater,40.834729,-81.266596,05, OH,"9,186",,,,,,,,,,,,,,,,,3,,,3
Treatment Plant (Wells 7 & 9),EP,IL2010350,ROCKTON,GW-Groundwater,42.453644,-89.043705,05, IL,"7,685",,,,,,,,,,,,7.5,,,,,,,,7.5
Treatment Plant 1,EP,ME0090750,KENNEBEC WATER DISTRICT,SW-Surface Water,44.50685,-69.662582,01, ME,"21,808",,,,,,,,,,4.4,,,,,5.1,,,,,9.5
Treatment Plant 1,,WA5336050,IRVIN WATER DISTRICT #6,GW-Groundwater,47.684517,-117.246692,10, WA,"4,150",,,,,,,,,,,,,,,,,4.2,,,4.2
Treatment Plant 1 (Well 2-50172),EP,IL1435470,PLEASANT VALLEY PWD,GW-Groundwater,40.700832,-89.637748,05, IL,"4,584",,,,,,5,11,,,,,13,,,,,,,,29
Treatment Plant 1630 (STU 1)(Wells 1-2 & 4-5),EP,OH2903312,WRIGHT-PATTERSON AFB AREA B PWS,GW-Groundwater,39.788932,-84.072796,05, OH,"11,034",,,,,,5,4.4,,,,,18,,,5.4,14,,,,46.8
Treatment Plant 2,EP,ME0091410,SANFORD WATER DISTRICT,GW-Groundwater,43.437874,-70.772614,01, ME,"14,025",,,,,,,,,,,,,,,,7.1,,,,7.1
TREATMENT PLANT 2 (Col Hgts),EP,MN1270024,Minneapolis,SW-Surface Water,44.970866,-93.29207,05, MN,"425,300",,,,,,9,,,,,,,,,,,,,,9
Treatment Plant 2 (Heron Ave.),EP,NJ1708001,PENNSVILLE TWSP. WATER DEPART.,GW-Groundwater,39.637507,-75.516657,02, NJ,"13,500",,,,,,20,,,,15,37,,,,8,,35,,,115
Treatment Plant 235,EP,OR4100528,"MILWAUKIE, CITY OF",GW-Groundwater,45.445971,-122.613301,10, OR,"20,946",,,,,,,,,,,,,,,,4.5,,,,4.5
Treatment Plant 3,EP,ME0091410,SANFORD WATER DISTRICT,GW-Groundwater,43.437874,-70.772614,01, ME,"14,025",,,,,,,,,,3.9,6.7,3,,,5.6,,9.2,,,28.4
Treatment Plant 3,,MN1020031,Fridley,GW-Groundwater,45.083506,-93.257546,05, MN,"27,476",,,,,,8.9,,,,,,,,,,,,,,8.9
TREATMENT PLANT 301,EP,PA7220034,MILLERSBURG WATER AUTH,SW-Surface Water,40.541107,-76.95005,03, PA,"4,248",,,,,,,,,,,,3.3,,,,5.3,,,,8.6
Treatment Plant 4,EP,ME0091410,SANFORD WATER DISTRICT,GW-Groundwater,43.437874,-70.772614,01, ME,"14,025",,,,,,,,,,,,3.3,,,,4.5,,,,7.8
Treatment Plant 47,EP,OR4100528,"MILWAUKIE, CITY OF",GW-Groundwater,45.445971,-122.613301,10, OR,"20,946",,,,,,,,,,,,,,,,6.3,,,,6.3
Treatment Plant A,EP,WI2650066,LAKE GENEVA UTILITY COMMISSION,GW-Groundwater,42.588223,-88.424102,05, WI,"7,107",,,,,,,5.2,,,,,3.7,,,4.4,,,,,13.3
Treatment Plant B,EP,WI2650066,LAKE GENEVA UTILITY COMMISSION,GW-Groundwater,42.588223,-88.424102,05, WI,"7,107",,,,,,,5.9,,,,,3.9,,,4.7,,,,,14.5
Treatment Plant for Wells #1 & #2,EP,NY5001209,CORNING CITY,GW-Groundwater,42.147108,-77.056263,02, NY,"10,300",,,,,,,6.7,,,,,,,,12.2,,,,,18.9
TREATMENT ROOM,EP,PA1460492,RADISSON VALLEY FORGE HOTEL,GW-Groundwater,40.094879,-75.385685,03, PA,"3,500",,,,,,,,,,,3.7,,,,,,4,,,7.7
TRENTON WATER SYSTEM,EP,TN0000707,TRENTON WATER SYSTEM,GW-Groundwater,35.99479,-88.936415,04, TN,"5,295",,,,,,,,,,,,6.1,,,,21,,,,27.1
Trenton WTP,EP,OH0903012,TRENTON CITY PWS,GW-Groundwater,39.480675,-84.462783,05, OH,"13,012",,,,,,,3,,,,,3.1,,,,,,,,6.1
Tri District TP,EP,KS2004507,DOUGLAS CO RWD 3,SW-Surface Water,38.937822,-95.520849,07, KS,"4,663",,,,,,,,,,,,3.3,,,,,,,,3.3
TRINITY RIVER - TREATED XCLD,EP,CA5310001,WEAVERVILLE C.S.D.,SW-Surface Water,40.725299,-122.934796,09, CA,"3,308",,,,,,,,,,,,,,,,13.4,,,,13.4
TRMT PLANT,EP,PA7010025,NEW OXFORD MUNCI AUTH,SW-Surface Water,39.864554,-77.053666,03, PA,"3,963",,,,,,6.1,5.3,,,,4.9,,,,,,7.4,,,23.7
Troutman Lime Softening Plant,EP,FL3050442,"PALM BAY, CITY OF",GW-Groundwater,27.996946,-80.65072,04, FL,"121,160",,,,,,,6.5,,,3.8,7.2,4.6,,,8,8.7,7.2,,,46
TST/21,EP,TX1260018,JOHNSON COUNTY SUD,SW-Surface Water,32.308882,-97.453725,06, TX,"63,906",,,,,,5.3,,,,,3.5,,,,,,3.6,,,12.4
Tuckertown,EP,NC0184010,"ALBEMARLE, CITY OF",SW-Surface Water,35.35839,-80.187645,04, NC,"17,368",,,,,,,,,,,4,,,,,,,,,4
TURNPKE RD WELL PH/001,EP,NH1221010,JAFFREY WATER WORKS,GW-Groundwater,42.813376,-72.026238,01, NH,"3,800",,,,,,,,,,,,11,,,6.6,,,,,17.6
Tuscumbia,EP,AL0000314,COLBERT COUNTY RURAL WATER SYSTEM,GU-Groundwater Under Influence of Surface Water,34.737634,-87.841874,04, AL,"13,395",,,,,,,5.4,,,,,,,,,6.1,,,,11.5
Tuscumbia Big Spring & TP,EP,AL0000331,TUSCUMBIA WATER WORKS,SW-Surface Water,34.722353,-87.702536,04, AL,"14,400",,,,,,8.6,7.2,,,,4.9,,,,4.8,6,4.7,,,36.2
UB2 Consecutive Connection Shorelands 228,EP,NJ1350001,NJ AMERICAN WATER - UNION BEACH,SW-Surface Water,40.443792,-74.17129,02, NJ,"6,000",,,,,,,,,,,4.7,,,,6.2,,4.1,,,15
Ullrich WTP,EP,TX2270001,CITY OF AUSTIN WATER & WASTEWATER,SW-Surface Water,30.36786,-97.716178,06, TX,"1,044,405",,,,,,,3.6,,,,,4.8,,,,,3,,,11.4
UNIVERSITY OF ALASKA - FAIRBANKS,EP,AK2310683,UNIVERSITY OF ALASKA - FAIRBANKS,GW-Groundwater,64.955458,-147.760099,10, AK,"6,200",,,,,,,,,,,3.1,5.7,,,,,,,,8.8
Upper Trinity Regional Water Interconnection,EP,TX0610004,CITY OF LEWISVILLE,SW-Surface Water,33.045449,-96.975193,06, TX,"132,620",,,,,,6.9,,,,,4.2,,,,,,4.4,,,15.5
Upper Trinity Regional Water Intertie,EP,TX0610023,TOWN OF FLOWER MOUND,SW-Surface Water,33.032045,-97.07923,06, TX,"76,030",,,,,,7.1,3.4,,,,4.8,,,,,,5.6,,,20.9
Upper Trinity Regional Water Intertie,,TX0610065,"CITY OF CORINTH, TX",SW-Surface Water,33.143101,-97.068193,06, TX,"21,260",,,,,,6.7,3.4,,,,4.9,,,,,,5.6,,,20.6
Upper Trinity River Auth Connection,EP,TX0610003,CITY OF JUSTIN,SW-Surface Water,33.112497,-97.318225,06, TX,"4,409",,,,,,5.6,,,,,3,,,,,,3.2,,,11.8
"USAG Building 31, Fort Buchanan",EP,PR0132051,"U.S. ARMY, FORT BUCHANAN",SW-Surface Water,18.413,-66.119829,02, PR,"6,411",,,,,,,,,,,,,,,,4.6,,,,4.6
UWNJ Consecutive Connection,EP,NJ0248001,RAMSEY WATER DEPT,SW-Surface Water,41.056246,-74.149168,02, NJ,"15,207",,,,,,,,,,,4.6,,,,9.2,,4.8,,,18.6
VC/Enterprise Connection,EP,FL3644328,VC/ENTERPRISE,GW-Groundwater,29.31575,-81.0977,04, FL,291,,,,,,,7.1,,,3,4.3,3.3,,,6.1,6.7,5.8,,,36.3
VC/Southwest Interconnect,EP,FL3641336,VC/SOUTHWEST WATER SYSTEM,GW-Groundwater,28.885122,-81.321328,04, FL,"19,672",,,,,,12.7,23.6,,,3.1,16.1,8.7,,,23.6,37.1,17.7,,,142.6
VC/SOUTHWEST WTP-2,EP,FL3644155,VC/SOUTHWEST WTP-2,GW-Groundwater,28.955716,-81.238364,04, FL,"3,842",,,,,,,4.8,,,,3,,,,,,3.9,,,11.7
VEOLIA WATER NEW JERSEY VERNON VALLEY,EP,NJ1922026,SUEZ WATER NEW JERSEY VERNON VALLEY,GW-Groundwater,41.182448,-74.519115,02, NJ,"5,517",,,,,,,3.8,,,,6.2,,,,,,9.8,,,19.8
Vero Beach WTP,EP,FL3310206,"VERO BEACH, CITY OF",GW-Groundwater,27.645679,-80.415289,04, FL,"37,308",,,,,,,,,,,,5.4,,,,7,,,,12.4
VILLAGE GREEN/PUMPHOUSE,EP,NH1031010,HAMPSTEAD AREA WATER,GW-Groundwater,42.828144,-71.174256,01, NH,"6,953",,,,,,,,,,,,,,,5.3,,,,,5.3
Village of Cuba Connection,EP,IL0570040,WEE-MA-TUK WATER DISTRICT,GU-Groundwater Under Influence of Surface Water,40.52994,-90.131352,05, IL,595,,,,,,11,,,,,3.4,,,,,,4.3,,,18.7
VILLAGE OF INDIANTOWN,EP,FL4430667,INDIANTOWN COMPANY,GW-Groundwater,27.022669,-80.47164,04, FL,"5,847",,,,,,,,,,,,8,,,,,,,,8
Virgil Master Meter,EP,KS2007307,"VIRGIL, CITY OF",SW-Surface Water,37.980813,-96.011632,07, KS,48,,,,,,8.1,,,,,,,,,,,,,,8.1
Vistas WTP,EP,FL3354883,LAKE UTILITY SERVICES INC NORTH (8 WPS),GW-Groundwater,28.501724,-81.767844,04, FL,"20,839",,,,,,,13,,,,4.2,3.7,,,10,14,5.7,,,50.6
"W Henderson Rd, Angleton",EP,TX0200002,CITY OF ANGLETON,"MX-Any combination of GW, SW, and GU",29.169001,-95.429036,06, TX,"27,333",,,,,,13.5,,,,,3.6,,,,,,50.2,,,67.3
W. TREATMENT PLANT,EP,MN1020017,Coon Rapids,GW-Groundwater,45.175223,-93.309701,05, MN,"64,000",,,,,,10.2,,,,,,,,,,,,,,10.2
"WADESBORO, TOWN OF",EP,NC0304020,"WADESBORO, TOWN OF",SW-Surface Water,34.965193,-80.07302,04, NC,"5,608",,,,,,,,,,,3.2,,,,,,3.9,,,7.1
WAGONER CO. RWD #5,EP,OK1021528,WAGONER CO. RWD #5,SW-Surface Water,35.925922,-95.671695,06, OK,"4,251",,,,,,,,,,,5.2,8.8,,,,14,4.7,,,32.7
Walker County Water Plant,EP,GA2950003,WALKER COUNTY WATER AUTHORITY,SW-Surface Water,34.854701,-85.231315,04, GA,"36,000",,,,,,,31,,,,,,,,5.3,,3.7,,,40
Walnut Creek WTP,EP,TX1840008,WALNUT CREEK SUD,SW-Surface Water,32.925598,-97.675274,06, TX,"30,444",,,,,,6.7,,,,,,,,,,,,,,6.7
Wanaque North Consecutive Connection,EP,NJ0704001,CEDAR GROVE WATER DEPT,SW-Surface Water,40.857287,-74.227169,02, NJ,"12,900",,,,,,,,,,,,,,,4.5,,,,,4.5
Wanaque North Consecutive Connection,,NJ0714001,"NEWARK WATER DEPARTMENT, NJ",SW-Surface Water,40.715224,-74.170495,02, NJ,"294,274",,,,,,,,,,,,,,,4.9,,,,,4.9
Wanaque North Consecutive Connection,,NJ0901001,CITYOF BAYONNE,SW-Surface Water,40.660136,-74.106339,02, NJ,"63,000",,,,,,,,,,,,,,,4.2,,,,,4.2
Wanaque North Consecutive Connection,,NJ0907001,KEARNY WATER DEPARTMENT,SW-Surface Water,40.754408,-74.121079,02, NJ,"41,664",,,,,,,,,,,,,,,4.8,,,,,4.8
Wards Ferry,EP,CA5500363,TUD-WARDS FERRY RANCHES,GW-Groundwater,37.940699,-120.328445,09, CA,62,,,,,,,3,,,,3.8,,,,,,4.8,,,11.6
